Timestamp,Data Operator Initials,Q1,Q2,Q3,Q4,Q5(a),Q5(b),Q5(c),Q6,Q7,Q8,Q9,Q10(a),Q10(b),Q10(c),Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27
9/15/2024 19:09:21,MT,2,4,8,3,9,9,9,2,1,2,"1,2,3,4,5,6",9,9,9,1,6,4,6,1,1,9,7,2,0,0,0,0,0,0,0,Would like to attend activities but can't drive and live on my own
9/15/2024 19:08:17,KL,1,2,8,1,3,3,3,2,2,2,"1,2,3,4",6,5,5,1,1,4,5,2,2,7,1,1,4,9,2,6,2,riccarton,6,0
9/15/2024 19:07:24,GO,1,4,5,2,7,7,6,2,2,2,"1,2,3,4",7,7,7,1,1,4,4,2,1,7,2,1,3,9,4,5,1,Sockburn,6,
9/15/2024 19:07:20,MT,2,0,"2,5",4,8,7,9,1,1,2,"1,2,3,4",8,8,8,1,3,1,1,2,1,9,2,2,2,10 Indonesia,4,1,1,Wigram,6,
9/15/2024 19:06:55,KL,6,0,8,4,1,1,1,2,2,2,"1,2,3,4",9,9,9,2,5,4,"1,4",1,2,9,3,2,4,9,4,2,5,ashburton,6,0
9/15/2024 19:05:54,GO,2,0,8,2,0,5,0,2,2,2,"1,2,3,4,5",8,8,8,1,5,1,"1,2,4",1,1,8,6,2,6,9,4,4,1,Sockburn,6,
9/15/2024 19:05:30,Mt,0,0,0,3,0,0,0,2,2,2,0,0,0,0,0,1,4,4,2,2,1,7,2,6,7,4,1,4,Hornby,6,
9/15/2024 19:04:56,KL,2,0,"3,4",4,9,9,8,2,2,2,"1,2,3,4,5",9,9,9,1,6,1,4,1,1,8,3,1,4,1,2,6,1,hornby,6,0
9/15/2024 19:04:37,GO,2,4,8,2,0,5,0,2,2,2,"1,2,3,4,5",0,0,6,0,6,4,"1,4,6",2,2,6,6,1,3,9,2,1,1,Sockburn,6,
9/15/2024 19:03:34,MT,1,4,4,1,1,9,9,2,2,0,"1,2,3,4",9,9,9,1,5,4,"1,4",1,1,9,3,1,1,9,4,2,1,Hornby,5,
9/15/2024 19:03:10,YA,2,0,8,4,0,0,0,2,2,2,"1,2,3,4",6,8,8,1,2,4,4,1,2,9,3,2,6,9,4,6,1,Spreydon,6,
9/15/2024 19:02:43,GO,1,5,8,1,0,0,9,1,2,0,"1,2,3,4,5",9,0,0,1,3,1,4,1,1,9,6,1,6,3,1,6,6,Ilam,6,
9/15/2024 19:02:16,KL,1,2,8,3,2,6,6,1,2,2,"1,2,3,4,5",8,8,9,1,2,4,6,2,1,9,4,2,2,10 asian,1,1,6,hornby,6,0
9/15/2024 19:01:20,YA,3,0,0,1,9,5,0,2,2,2,"1,2,3,4,5",7,9,7,1,4,4,6,2,1,9,4,2,4,9,4,4,1,Hei hei,6,
9/15/2024 19:01:17,GO,2,0,2,1,9,7,0,2,2,2,"1,2,3,4",7,8,9,1,5,4,4,2,2,6,1,2,3,9,1,6,2,Sockburn,6,
9/15/2024 19:00:57,KL,2,0,"3,6",1,4,9,7,2,1,2,"1,2,3,4",9,9,9,1,5,3,"2,3",2,2,8,2,2,6,9,4,6,6,rolleston,6,0
9/15/2024 19:00:01,GO,2,,0,2,1,5,5,2,2,2,"1,2,3,4",8,8,9,1,5,4,4. 5 listening to worship songs,2,2,9,2,2,3,9,4,6,3,Sockburn,6,
9/15/2024 18:58:50,YA,2,6,8,4,9,9,9,2,2,2,"1,2,3,4,5",9,9,9,1,6,4,6,2,2,9,4,1,4,9,3,0,1,Hei hei,6,
9/15/2024 18:58:10,KL,2,0,8,4,3,3,9,2,2,2,"1,2,3,4,5",8,8,8,,1,5,4,6,2,2,5,1,6,9,4,3,1,rolleston,6,0
9/15/2024 18:57:48,GO,1,2,8,1,1,1,1,2,2,2,"1,4,5",0,0,0,0,0,4,6,2,2,4,4,1,6,9,2,1,1,Shirley,6,
9/15/2024 18:56:58,YA,2,0,8,4,4,4,5,2,2,2,2,9,8,8,1,3,2,3,1,1,9,5,2,6,9,4,1,Upper Riccrton,6,,
9/15/2024 18:56:14,GO,2,2,8,2,2,1,1,1,2,2,"1,2,3,4,5",8,8,8,2,1,4,"4,5 tiktok",2,2,8,4,2,6,9,2,1,2,Shirley,6,
9/15/2024 18:56:13,MT,1,4,4,1,1,9,9,2,2,0,"1,2,3,4",9,9,9,1,5,4,"1,4",1,1,9,3,1,1,9,4,2,1,Hornby,5,
9/15/2024 18:56:01,KL,2,0,8,1,3,3,8,2,2,2,"1,2,3,4,5",9,9,9,1,6,4,6,2,2,9,6,2,6,9,4,2,6,rolleston,6,0
9/15/2024 18:54:50,YA,2,0,8,2,7,7,7,2,2,2,"1,2,3,4",7,8,9,1,3,1,6,1,2,7,2,2,6,9,4,4,2,Upper Riccarton,6,
9/15/2024 18:54:34,KL,2,5,0,2,9,9,9,2,2,2,0,9,9,9,3,6,0,"1,4,5 Hallow app",0,0,9,4,1,5,9,3,2,1,wigram,6,0
9/15/2024 18:54:10,MT,1,3,"3,5",4,9,9,9,1,2,2,"1,2,3,4,5,6",9,9,9,1,0,2,4,1,1,9,4,2,4,"1,2",4,4,3,Avonhead,6,I feel very welcome here and enjoy being part of this wonderful vibrant parish community. I love the different cultures here and all the Masses we have available. Thank you. 
9/15/2024 18:53:59,GO,1,2,8,1,0,0,3,2,2,2,"1,4,5",0,2,3,1,0,4,6,2,1,0,5,1,2,9,3,6,1,Sockburn,6,
9/15/2024 18:53:10,YA,1,4,8,4,1,4,1,2,2,2,"1,2,3,4",8,9,9,1,1,4,2,1,1,8,3,2,6,9,4,2,1,Avonhead,6,
9/15/2024 18:52:51,KL,2,5,3,2,0,9,0,1,2,1,"1,2,3,4,5",9,9,9,3,5,1,"1,4,5",2,1,8,3,2,5,9,4,2,6,wigram,6,0
9/15/2024 18:52:46,GO,1,5,8,2,0,0,0,2,2,2,"1,4,5",0,0,0,0,3,4,4,2,1,0,5,2,6,9,3,0,6,Sockburn,6,
9/15/2024 18:51:49,YA,1,5,5,1,9,9,9,2,1,1,5,9,9,9,1,4,4,6,1,2,9,2,1,5,8,2,6,6,Wigram,6,
9/15/2024 18:51:25,KL,2,0,8,3,0,0,0,1,1,2,2,9,9,9,2,3,3,2,1,2,8,3,2,6,9,2,2,1,avonhead,8,0
9/15/2024 18:51:07,Mt,3,0,8,4,4,6,1,1,2,2,"1,3,4,5",9,9,9,1,0,4,4,2,2,7,5,1,6,9,0,1,1,Riccarton,6,
9/15/2024 18:51:01,GO,1,4,8,2,1,4,5,1,2,2,"1,2,3",9,9,9,1,5,4,6,2,1,9,3,2,5,9,4,1,1,Hornby,6,
9/15/2024 18:50:11,YA,2,0,5,1,5,5,5,2,2,2,"1,2,3,4",9,9,9,1,5,1,4,2,1,9,2,2,5,8,4,2,1,Wigram,6,
9/15/2024 18:50:08,KL,1,5,8,5,5,2,8,2,2,2,27,8,8,8,1,5,1,1,1,2,8,5,1,5,10 singaporean,4,4,4,papanui,6,have the youth participate in more church activities
9/15/2024 18:49:43,MT,1,5,1,2,3,8,3,2,2,1,"1,2,3,4",0,9,9,1,1,1,3,1,1,8,4,2,4,9,4,3,1,Avonhead,6,
9/15/2024 18:49:23,GO,3,0,5,3,1,1,1,2,2,2,"1,2,3,4,5",9,9,5,1,3,4,4,2,2,9,3,2,4,8,4,4,3,Wigram,6,
9/15/2024 18:48:41,YA,1,5,"1,2",3,9,0,0,2,2,2,"1,2,3,4",9,9,9,1,1,4,5 Movie,2,2,9,4,1,4,9,4,2,1,Avonhead,6,
9/15/2024 18:48:17,KL,1,5,"2,5",1,1,1,1,1,1,2,"1,2,3,4,5",8,8,8,2,2,1,5 laudate,1,2,6,5,2,4,7,4,4,3,papanui,6,0
9/15/2024 18:47:55,MT,2,0,"4,5",4,5,8,9,1,2,1,"1,2,3,4,5",9,9,9,1,0,3,4,2,2,9,5,2,6,9,4,3,1,Hornby,6,
9/15/2024 18:47:00,YA,1,0,8,0,0,0,1,1,2,2,"1,2,3,4,5",0,0,0,1,3,4,0,1,2,0,4,2,6,9,2,0,3,0,6,
9/15/2024 18:46:53,GO,3,0,4,4,8,8,7,2,2,2,"1,2,3,4,5",8,8,8,1,3,2,6,1,2,8,4,2,4,9,4,6,1,Hornby,5,
9/15/2024 18:46:38,0,2,0,8,1,8,9,6,1,2,1,"1,2,3,4",9,9,9,1,6,4,4,1,2,9,4,2,6,9,4,2,1,hornby,6,0
9/15/2024 18:46:14,MT,2,0,0,4,7,8,9,1,2,2,"1,2,3,4,5,",9,9,9,1,0,2,4,2,2,7,5,1,6,9,4,2,1,Hornby,6,
9/15/2024 18:45:38,GO,2,0,"1,2,4,5",1,9,9,9,2,2,2,"1,2,3,4,5",9,6,9,1,4,1,0,1,1,9,2,1,4,8,4,2,1,Wigram,6,
9/15/2024 18:45:27,YA,2,0,8,1,5,5,5,2,2,2,"1,2,3,4,5",9,9,8,1,3,2,5 CFC,2,2,8,3,1,4,9,4,3,1,Sockburn,6,
9/15/2024 18:45:03,KL,2,0,8,11,4,3,2,2,2,2,"1,2,3,4",7,6,5,1,1,4,4,2,2,7,2,1,6,9,2,2,1,hornby,6,0
9/15/2024 18:44:08,MT,1,2,8,1,0,0,4,2,2,2,"1,2,3,5",0,7,8,4,2,4,2,2,2,8,3,2,2,9,4,3,1,Somerfield,6,
9/15/2024 18:43:45,KL,2,0,8,1,4,5,4,2,2,2,"1,4,5",8,9,9,1,6,4,4,2,2,9,4,1,6,9,4,2,1,hornby,6,0
9/15/2024 18:43:33,YA,2,0,5,0,9,9,5,1,1,1,"2,5",9,7,7,1,5,1,"2,4",1,1,9,3,2,4,9,4,4,1,Sockburn,6,
9/15/2024 18:43:05,GO,1,3,"2,4,6",4,0,9,7,2,1,1,"1,2,3,4,5,6",9,9,6,1,6,2,"1,4",1,1,1,7,2,5,1,4,2,4,Burnside,6,Worship here very uplifting - thanks musicians!
9/15/2024 18:42:15,MT,2,5,7,0,9,9,9,1,1,1,"1,2,3,4,5",9,9,9,1,5,1,0,1,1,9,4,1,4,10,2,3,1,Yaldhurst,5,
9/15/2024 18:42:15,KL,2,0,8,1,5,2,3,2,2,2,"1,3,4",8,5,9,1,6,4,6,2,2,8,2,2,4,9,2,4,1,upper riccarton,6,0
9/15/2024 18:41:28,YA,1,1,8,1,1,1,9,2,2,2,"1,3,5",9,9,9,1,6,4,6,2,1,9,3,1,0,0,0,0,0,0,6,
9/15/2024 18:40:33,GO,1,5,1,0,0,0,0,2,2,2,"1,2,3,4,5",9,0,0,2,6,4,4,1,1,9,4,1,5,9,2,6,7 Just arrived NZ (2 weeks),,6,First time attending holy mass in NZ
9/15/2024 18:40:29,MT,80 Years,6,0,3,0,0,0,2,2,2,"1,4,5",9,9,9,1,0,0,0,0,0,9,8,1,5,1,3,1,4,Ilam,6,
9/15/2024 18:39:52,YA,1,5,8,4,3,3,7,1,1,1,"1,2,3,4,5",9,9,9,1,5,4,"3,4",1,1,9,4,1,2,9,4,2,1,Sockburn,6,
9/15/2024 18:38:56,GO,1,4,8,1,9,9,9,1,1,1,"1,2,3,4,5",9,9,9,1,6,4,"1,3,4",1,1,9,2,2,4,1,4,4,"3,5",Ilam,6,
9/15/2024 18:38:35,MT,1,3,8,1,2,0,0,2,2,2,"1,2,3,5",4,6,4,2,5,4,6,1,0,0,0,0,3,"3,5",1,0,0,0,6,"Good to come to Mass every Sunday, Thank you"
9/15/2024 18:38:34,KL,2,0,7,3,0,0,0,1,0,2,"1,2,3,4,5",9,9,9,0,6,3,"1,2,4",1,1,9,6,2,1,1,4,1,4,somerfield,6,fab parish spirituality pove daily adoration kneeling at the altar rails hail mary after mass in depth sermons the st John community philosophy such as i have experienced it
9/15/2024 18:37:20,YA,1,5,8,1,0,0,5,2,2,2,"1,2,3,4",0,0,9,4,6,4,4,2,1,9,1,1,6,10 Fijian,2,0,6,Halswell,6,
9/15/2024 18:35:26,GO,2,4,"1,2,3",4,9,9,9,1,1,1,"1,2,3,4,5,6",9,9,9,1,5,2,"3,4",2,1,9,5,1,6,9,4,2,1,Broomfield,6,
9/15/2024 18:35:07,YA,2,5,8,3,7,9,9,2,2,2,"1,2,3,4,5",3,5,7,1,1,4,6,2,2,9,3,0,3,8,2,0,1,Bryndwr,6,
9/15/2024 18:34:49,KL,3,5,8,5,0,0,6,2,2,2,"1,2,3,4,5",8,0,0,1,2,4,6,2,2,7,6,1,6,10 asian,4,1,1,halswell,6,0
9/15/2024 18:33:28,MT,4,5,4,4,1,0,2,1,2,2,"1,3,4,5",1,1,1,5,2,4,6,2,2,1,5,2,3,10 Tokalavan,2,6,Riccarton,6,6,I would like to give all my help to support my church in the name of the Lord
9/15/2024 18:33:18,KL,2,5,7,6,0,0,9,1,1,1,"1,2,3,4,5,6",0,0,9,1,6,1,4,1,2,9,6,2,6,9,4,6,4,halswell,6,0
9/15/2024 18:32:07,YA,1,5,8,4,1,0,0,2,2,2,"1,2,3,5",9,9,9,1,6,4,6,2,2,7,3,1,5,8,4,1,3,Upper Riccarton,6,
9/15/2024 18:31:51,KL,3,0,8,2,0,0,5,2,2,2,7,9,9,9,1,5,4,6,2,2,9,7,2,5,1,1,1,4,rolleston,6,too many people at OLV mass need another mass say at 3pm sunday a mass at st bernardet's 10am sunday st bernardetes is a new church what a waste for only having one mass on a saturday night should use it more
9/15/2024 18:29:34,YA,1,2,8,4,1,1,1,2,2,2,"1,2,3,4",7,8,8,1,3,4,6,2,2,5,5,1,4,10 European,4,2,1,Lincoln,6,
9/15/2024 18:29:12,GO,1,5,8,2,0,0,0,2,2,2,"1,2,3,4",9,9,9,1,5,4,4,2,2,9,3,2,5,9,4,4,0,Wigram,6,
9/15/2024 18:28:14,KL,1,3,8,2,1,1,1,2,2,2,"1,4,5",8,8,8,0,5,4,4,2,1,4,5,2,6,9,0,6,1,bishopdale,6,0
9/15/2024 18:27:34,YA,1,2,8,5,1,1,1,2,2,2,"1,2,3,4",9,9,9,1,5,4,4,2,2,9,5,2,4,10 Malaygian,4,2,1,Lincoln,6,
9/15/2024 18:27:23,GO,2,0,8,1,2,2,3,2,2,2,7,3,3,4,1,5,4,6,2,2,6,2,2,6,9,2,6,2,Hornby,6,
9/15/2024 18:26:50,MT,4,4,8,0,9,1,1,2,2,2,9,6,6,6,1,5,4,6,2,2,9,0,2,3,"3,5",0,6,0,0,0,Nothing
9/15/2024 18:26:37,KL,1,3,8,2,0,0,9,2,2,2,"1,2,3,4",9,0,0,1,1,1,4,2,2,9,4,1,6,9,4,3,1,0,6,0
9/15/2024 18:26:17,GO,5,6,"2,4",,9,9,9,2,1,1,"1,2,3,4,5,6",9,9,9,1,5,1,6,2,1,9,8,2,1,"1,2",1,1,4,sockburn,6,Comfortable
9/15/2024 18:25:46,YA,5,0,2,4,7,7,7,0,1,1,"1,2,3,4,5",9,9,9,1,6,0,0,1,1,8,8,1,5,1,4,6,4,Upper Riccarton,6,
9/15/2024 18:24:57,KL,1,2,8,2,0,0,0,2,2,2,"1,2,3,4,5",9,0,0,1,6,4,6,2,1,9,3,2,6,8,4,2,1,upper riccarton,6,0
9/15/2024 18:24:03,MT,1,2,8,2,7,7,7,2,2,2,"1,4",8,8,8,1,5,4,6,2,2,9,5,1,2,9,4,2,1,Templeton,6,No
9/15/2024 18:24:02,GO,4,0,"2,6",0,3,8,4,2,2,2,"1,2,3,4,5,6",5,7,1,1,1,0,6,2,2,4,8,2,5,1,4,1,4,Ilam,6,
9/15/2024 18:23:56,YA,1,4,8,1,1,1,1,1,2,2,"1,2,3,4,5",6,9,9,2,2,2,6,2,1,8,3,2,5,8,4,5,1,Halswell,6,
9/15/2024 18:23:27,KL,1,1,8,2,0,0,0,2,2,2,"1,3,4",0,0,0,1,5,4,6,1,2,9,1,1,6,8,1,0,0,0,6,0
9/15/2024 18:22:33,GO,2,6,8,4,9,5,7,2,2,2,"1,2,3,4,5,6",9,9,9,1,4,4,6,2,2,9,4,1,4,9,3,4,1,Halswell,6,
9/15/2024 18:22:19,YA,2,0,8,3,9,4,9,2,2,2,7,9,9,9,3,6,2,4,2,2,9,4,1,6,9,3,4,1,Upper Riccarton,6,
9/15/2024 18:22:17,KL,1,5,8,1,9,1,3,1,2,2,"1,2,3,3,4",7,7,7,1,1,2,6,2,2,8,2,2,6,9,4,6,1,halswell,6,i feel like i am welcome here at church
9/15/2024 18:22:10,MT,2,4,8,4,0,0,0,2,2,2,"1,2,3",5,0,0,2,5,4,5,2,2,9,3,2,4,10 Timor-Leste,2,1,3,West Melton,6,
9/15/2024 18:21:12,GO,3,0,8,4,8,8,7,1,2,2,"1,2,3,4,5",8,8,8,1,5,4,6,2,2,8,4,2,4,8,4,4,1,Halswell,6,
9/15/2024 18:20:51,YA,2,0,8,1,6,1,2,2,1,1,"1,2,3,4,5",7,8,8,2,5,4,4,2,2,9,4,1,4,8,4,2,1,Hornby,6,
9/15/2024 18:20:38,KL,1,5,8,1,1,1,1,2,2,2,"1,2,3,4",5,5,5,1,1,4,6,2,2,6,2,2,6,9,4,6,6,halswell,6,the gospel is good
9/15/2024 18:20:04,MT,2,0,8,3,5,2,5,2,2,2,"1,2,3,4",6,6,8,1,1,4,6,2,2,7,1,2,6,9,2,6,3,Riccarton,6,
9/15/2024 18:19:06,KL,1,0,8,1,9,0,0,1,1,2,7,9,9,9,1,2,4,0,2,2,9,4,1,3,4,6,6,0,0,6,0
9/15/2024 18:18:59,YA,2,0,8,1,2,3,2,2,1,1,"1,2,4,5",6,3,2,2,5,4,6,2,2,9,4,2,6,8,4,2,1,Hornby,6,
9/15/2024 18:18:56,GO,1,4,7 SVDP,4,1,1,1,2,2,2,"1,2,3,4",9,7,7,1,4,4,6,2,2,9,3,1,1,10 asian,4,0,1,Rolleston,6,
9/15/2024 18:18:00,Mt,2,0,5,3,5,5,5,2,2,2,"1,2,3,4,5",5,5,5,1,1,1,6,2,2,7,4,2,6,9,4,6,5,Riccarton,6,
9/15/2024 18:17:36,GO,1,2,8,1,0,0,5,2,2,2,7,7,7,5,1,2,2,"2,4",1,2,6,4,2,6,9,4,2,1,Waltham,6,
9/15/2024 18:17:34,KL,2,0,8,1,7,6,0,2,2,2,"1,2,3,4,5",9,9,9,1,5,4,3,1,2,9,6,2,8,9,4,1,1,halswell,6,0
9/15/2024 18:17:28,YA,3,1,0,5,9,0,0,2,1,1,5,9,0,9,1,6,4,0,1,1,9,6,2,6,3,1,1,1,Hornby,4,
9/15/2024 18:16:21,KL,2,0,8,4,2,2,9,2,2,2,"1,2,3,4,5",9,9,9,1,2,4,4,1,1,7,7,1,6,1,4,3,1,halswell,6,0
9/15/2024 18:16:15,GO,1,4,8,2,5,5,5,2,2,2,"1,3,4",7,7,7,1,5,4,5 Veritas; Quiapo church,2,2,7,3,1,5,9,4,1,2,Hornby,6,
9/15/2024 18:15:55,MT,1,5,8,4,5,2,9,1,2,2,"1,23,4,5",9,9,9,1,5,4,5 Online Mass,2,2,9,3,1,5,9,5,4,1,Wigram,6,
9/15/2024 18:15:38,YA,1,5,0,1,1,1,7,0,2,2,"1,2,3,4,5",9,9,9,1,6,4,6,2,1,9,3,1,7 me and my wife,9,4,1,1,Hornby,6,
9/15/2024 18:15:06,KL,0,0,8,0,0,0,0,2,2,2,"1,2,3,4,5",9,5,9,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
9/15/2024 18:13:55,MT,1,5,8,3,1,1,1,2,2,2,"1,2,3",7,7,7,2,3,4,6,1,1,8,4,2,4,9,0,6,1,Hei Hei,6,
9/15/2024 18:13:41,KL,1,4,8,3,1,1,7,2,2,2,"1,2,3,4,5",7,7,7,2,3,4,6,2,2,7,4,2,6,9,4,2,1,rakaia,6,0
9/15/2024 18:12:44,GO,1,2,8,3,9,9,9,2,2,2,"1,2,3",9,9,9,2,1,4,4,2,2,9,3,2,3,3,1,1,1,Rolleston,6,I love enjoy the church I love everything but not time sometime not available [sic]
9/15/2024 18:12:23,KL,6,5,8,1,5,1,8,2,2,2,"1,3",4,5,8,1,6,4,6,2,2,9,4,1,1,9,2,2,1,wigram,6,0
9/15/2024 18:10:31,YA,1,5,7,4,8,8,8,2,2,1,"1,2,3,4,5",9,9,9,1,5,4,"1,4",1,2,9,3,1,4,9,4,6,3,Riccarton,6,
9/15/2024 18:10:07,KL,2,4,7,4,0,0,6,2,2,2,2,9,0,0,2,3,1,2,1,2,7,4,1,3,9,2,3,7,avonhead,6,i don't have any comment the church parish is great God bless
9/15/2024 18:09:58,MT,1,5,8,3,1,1,1,2,2,2,"1,2,3",7,7,7,2,3,4,6,1,1,8,4,2,4,9,0,6,1,Hei Hei,6,
9/15/2024 18:08:48,GO,1,6,8,1,3,3,4,2,2,2,"1,3,4",5,5,5,1,1,2,6,1,2,5,2,2,6,9,2,6,3,Shirley,6,
9/15/2024 18:08:23,KL,5,0,"2,6",4,8,8,6,2,2,2,"1,2,3,4,5",8,8,8,1,5,2,5,1,2,8,7,2,1,1,4,1,4,tai tapu,6,0
9/15/2024 18:08:07,YA,1,5,8,5,0,0,6,2,2,2,"1,2,3,4,5",8,8,8,4,5,4,6,1,1,8,3,2,4,9,4,5,1,Riccarton,6,
9/15/2024 18:07:27,GO,2,0,4,2,8,7,6,2,2,2,"1,2,3,4",8,7,7,1,6,2,6,2,2,4,2,1,6,9,2,6,6,Wigram,6,
9/15/2024 18:07:19,MT,1,5,8,3,1,1,1,2,2,2,"1,2,3,4",7,7,7,2,3,4,6,1,1,8,4,1,4,9,2,6,1,hei Hei,6,
9/15/2024 18:06:58,KL,5,0,2,5,0,0,0,2,2,2,"1,2,3,4,5",0,0,0,1,5,1,6,1,2,7,8,2,1,1,3,0,4,avonhead,6,0
9/15/2024 18:06:24,YA,1,6,8,2,9,1,1,2,2,2,"1,2,3,4,5",9,9,9,1,1,4,4,1,2,9,3,1,5,10 Sri Lankan,3,3,1,Hornby,6,
9/15/2024 18:05:37,KL,4,0,5,5,4,4,3,2,2,2,"1,2,3,4",8,8,8,1,6,4,4,1,2,8,7,2,1,1,2,0,4,wigram,6,The Pope says sermons need to be 7 mins long except for fr Phillip over priests preach too long
9/15/2024 18:05:02,MT,1,5,8,3,5,1,1,2,2,2,"1,2,3",7,7,7,2,3,4,6,2,1,7,1,2,4,9,1,0,2,Hei hei,6,
9/15/2024 18:04:59,YA,1,5,8,2,9,1,1,2,2,2,"1,2,3,4,5",9,9,9,1,1,4,4,1,2,9,3,2,5,10 Sri Lankan,3,3,1,Hornby,6,
9/15/2024 18:04:17,GO,2,0,7 youth for christ,4,8,8,8,2,2,2,"1,2,3,4",8,8,8,1,6,1,5 Bible app,2,1,9,1,2,6,9,1,6,2,Wigram,6,
9/15/2024 18:02:56,KL,5,0,7 coffee group on mondays,2,0,1,1,2,2,2,"1,2,3,4,5,6",9,9,9,1,5,2,6,2,1,7,8,2,2,1,4,0,4,ilam,6,0
9/15/2024 18:02:56,YA,1,5,"4,5",1,3,3,5,1,2,2,"1,2,3,4",9,8,9,2,2,4,2,2,2,9,1,2,4,9,1,0,2,Sockburn,6,
9/15/2024 18:01:19,KL,5,0,7 food bank,2,8,8,8,2,2,2,"2,6",9,9,7,1,5,4,6,1,2,9,8,1,6,1,3,1,4,ilem,6,0
9/15/2024 18:01:13,YA,1,2,0,3,0,0,0,2,2,2,0,0,0,0,1,2,0,4,1,2,2,4,2,4,9,2,1,3,Sockburn,6,
9/15/2024 18:01:01,GO,1,2,8,3,0,0,3,2,2,2,"1,3,4,5",9,9,9,4,6,4,4,2,2,9,4,2,2,0,0,6,3,Hornby,6,
9/15/2024 18:00:26,MT,1,5,4,2,1,1,9,1,2,2,"1,2,3,4,5",9,9,9,1,5,4,4,1,2,9,3,2,6,9,4,2,6,Waltham,6,
9/15/2024 17:59:51,YA,1,5,8,1,6,1,4,1,2,2,"1,2,3,4,5",7,8,8,2,2,4,1,1,1,8,4,1,4,9,2,6,1,Sockburn,6,
9/15/2024 17:59:20,KL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/15/2024 17:58:40,KL,2,0,8,2,9,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/15/2024 17:58:01,YA,2,0,8,1,6,4,4,2,2,2,"1,2,3,4,5",8,8,9,1,5,4,4,2,2,9,4,2,6,9,4,2,1,Sockburn,6,God Bless you
9/15/2024 17:57:57,MT,2,0,8,3,5,5,5,2,2,2,"1,2,3,4,5",7,7,7,1,5,1,6,2,2,7,8,2,1,1,4,1,4,Wigram,6,
9/15/2024 17:57:31,KL,2,6,8,1,8,0,0,2,2,2,"1,2,3,4",8,8,8,1,1,1,4,2,2,9,1,1,4,9,4,6,2,broomfield,6,0
9/15/2024 17:57:27,GO,2,0,8,3,0,0,5,2,2,2,"1,3,4,5",9,9,9,4,6,4,4,2,2,9,4,1,2,0,0,6,1,Hornby,6,
9/15/2024 17:56:20,YA,2,0,8,1,6,6,6,2,2,2,"1,2,3,4",8,8,8,1,4,4,4,2,2,9,1,2,6,9,2,1,3,Sockburn,6,
9/15/2024 17:56:14,GO,1,5,8,2,5,1,3,2,2,2,"1,2,3,4,5",9,9,9,1,2,4,6,2,2,9,3,2,4,9,4,1,1,0,6,Thank you very much
9/15/2024 17:56:14,MT,1,5,8,1,1,1,1,2,2,2,7,9,9,9,2,1,4,6,1,1,6,5,1,2,9,1,2,1,Sockburn,6,
9/15/2024 17:56:09,KL,2,0,8,4,6,6,9,1,2,1,"1,2,3,4,5",9,9,9,1,5,2,4,1,2,9,4,2,4,9,4,2,1,broomfield,6,0
9/15/2024 17:54:33,KL,2,0,8,4,9,9,9,1,1,1,"1,2,3,4,5",9,9,9,1,2,3,4,1,1,9,3,1,4,9,4,2,1,broomfield,6,0
9/15/2024 17:54:27,GO,2,6,8,2,1,1,3,2,2,2,"1,2,3,4,5",9,9,9,1,5,4,4,2,2,9,4,1,6,9,4,2,1,Riccarton,6,
9/15/2024 17:54:26,YA,2,0,8,2,1,4,4,2,2,2,6,7,7,7,1,5,4,6,2,2,6,5,2,5,9,4,1,1,Hornby,6,
9/15/2024 17:53:43,MT,1,3,8,3,0,0,0,1,2,2,3,6,7,8,1,2,0,0,2,0,9,3,2,4,9,4,1,3,Upper Riccarton,6,
9/15/2024 17:53:11,GO,3,5,8,2,1,2,6,2,2,2,7,7,7,7,1,1,4,6,1,1,9,1,1,6,9,1,6,2,Riccarton,6,
9/15/2024 17:53:08,KL,2,0,"2,3,5",6,9,9,9,1,1,2,"1,2,3,4",9,9,9,1,5,1,1,2,1,9,2,1,2,1,4,2,1,sockburn,6,0
9/15/2024 17:53:06,YA,1,4,4,3,1,1,9,2,2,2,"1,2,3,4,5",9,9,9,1,5,4,4,1,2,8,4,2,3,7,4,1,3,Ilam,6,
9/15/2024 17:51:43,YA,2,0,8,1,2,2,2,1,2,2,"1,2,3,4",8,8,8,1,3,4,2,2,2,8,2,2,1,8,4,2,1, Upper Riccarton,6,
9/15/2024 17:51:25,GO,2,0,8,1,0,0,5,2,2,2,2,9,9,9,1,2,4,6,2,2,9,5,2,6,9,4,2,1,Riccarton,6,
9/15/2024 17:51:12,KL,1,4,"4,7 leading rosary group after mass",3,0,9,0,2,2,2,"1,2,3,4,5,6",9,0,0,1,6,1,4,1,2,9,7,2,6,9,4,6,4,broomfield,6,0
9/15/2024 17:50:55,MT,3,0,"4,6",3,9,9,9,2,1,1,"1,2,3,4",9,8,8,1,2,4,"1,4,5 hallow",1,1,8,1,2,3,10 Sri Lankan,1,6,2,Broomfield,4,
